,col
1373,clement-depres
1374,antonin-bobichon
1375,sami-ben-amar
1376,eiji-kawashima
1377,matz-sels
1378,bingourou-kamara
1379,lionel-carole
1380,alexander-djiku
1381,kenny-lala
1382,anthony-caci
1383,stefan-mitrovic
1384,ibrahima-sissoko
1385,jonas-martin
1386,lebo-mothiba
1387,adrien-thomasson
1388,dimitri-lienard
1389,timo-horn
1390,jonas-hector
1391,benno-schmitz
1392,salih-özcan
1393,christian-clemens
1394,vincent-koziello
1395,ellyes-skhiri
1396,florian-kainz
1397,simon-terodde
1398,anthony-modeste
1399,oliver-baumann
1400,håvard-nordtveit
1401,kevin-akpoguma
1402,ermin-bicakcic
1403,stefan-posch
1404,leonardo-bittencourt
1405,kevin-vogt
1406,steven-zuber
1407,sebastian-rudy
1408,dennis-geiger
1409,vincenzo-grifo
1410,robert-skov
1411,andrej-kramaric
1412,ihlas-bebou
1413,ádám-szalai
1414,florian-grillitsch
1415,michael-langer
1416,matija-nastasic
1417,hamza-mendyl
1418,bastian-oczipka
1419,jonjoe-kenny
1420,ozan-kabak
1421,amine-harit
1422,alessandro-schöpf
1423,benjamin-stambouli
1424,nabil-bentaleb
1425,yevhen-konoplyanka
1426,guido-burgstaller
1427,daniel-caligiuri
1428,weston-mckennie
1429,suat-serdar
1430,omar-mascarell
1431,mark-uth
1432,benito-raman
1433,thomas-kraft
1434,lukas-klünter
1435,eduard-löwen
1436,marvin-plattenhardt
1437,dedryck-boyata
1438,maximilian-mittelstädt
1439,jordan-torunarigha
1440,karim-rekik
1441,marko-grujic
1442,per-skjelbred
1443,niklas-stark
1444,ondrej-duda
1445,arne-maier
1446,dodi-lukebakio
1447,mathew-leckie
1448,salomon-kalou
1449,vedad-ibisevic
1450,alexander-esswein
1451,davie-selke
1452,koen-casteels
1453,robin-knoche
1454,jeffrey-bruma
1455,john-brooks
1456,kevin-mbabu
1457,felix-klaus
1458,maximilian-arnold
1459,josuha-guilavogui
1460,yannick-gerhardt
1461,ignacio-camacho
1462,elvis-rexhbecaj
1463,renato-steffen
1464,xaver-schlager
1465,john-yeboah
1466,wout-weghorst
1467,paul-georges-ntep
1468,daniel-ginczek
1469,josip-brekalo
1470,admir-mehmedi
1471,milos-veljkovic
1472,theodor-gebre-selassie
1473,ludwig-augustinsson
1474,sebastian-langkamp
1475,davy-klaassen
1476,fin-bartels
1477,maximilian-eggestein
1478,robert-bauer
1479,milot-rashica
1480,niclas-füllkrug
1481,martin-harnik
1482,johannes-eggestein
1483,josh-sargent
1484,florian-müller
1485,robin-zentner
1486,daniel-brosinski
1487,stefan-bell
1488,alexander-hack
1489,moussa-niakhate
1490,danny-latza
1491,levin-öztunali
1492,alexandru-maxim
1493,bote-baku
1494,pierre-kunde
1495,jean-philippe-mateta
1496,jean-paul-boëtius
1497,edimilson-fernandes
1498,jonathan-burkardt
1499,raphael-framberger
1500,philipp-max
1501,jeffrey-gouweleeuw
1502,reece-oxford
1503,noah-joel-sarenren-bazee
1504,andre-hahn
1505,fredrik-jensen
1506,michael-gregoritsch
1507,marco-richter
1508,florian-niederlechner
1509,alexander-schwolow
1510,dominique-heintz
1511,christian-günter
1512,florian-kath
1513,robin-koch
1514,janik-haberer
1515,gian-luca-waldschmidt
1516,nils-petersen
1517,tim-kleindienst
1518,marco-terrazzino
1519,yann-sommer
1520,matthias-ginter
1521,michael-lang
1522,nico-elvedi
1523,oscar-wendt
1524,tony-jantschke
1525,louis-beyer
1526,stefan-lainer
1527,lars-stindl
1528,patrick-herrmann
1529,jonas-hofmann
1530,christoph-kramer
1531,denis-zakaria
1532,florian-neuhaus
1533,breel-embolo
1534,kevin-trapp
1535,felix-wiedwald
1536,erik-durm
1537,martin-hinteregger
1538,david-abraham
1539,danny-da-costa
1540,simon-falette
1541,dominik-kohr
1542,makoto-hasebe
1543,mijat-gacinovic
1544,gelson-fernandes
1545,taleb-tawatha
1546,jonathan-de-guzmán
1547,djibril-sow
1548,filip-kostic
1549,ante-rebic
1550,dejan-joveljic
1551,michael-rensing
1552,raphael-wolf
1553,aymen-barkok
1554,markus-suttner
1555,diego-contento
1556,marcel-sobottka
1557,robin-bormuth
1558,kaan-ayhan
1559,niko-gießelmann
1560,jean-zimmer
1561,georgios-siadas
1562,dawid-kownacki
1563,alfredo-morales
1564,matthias-zimmermann
1565,andre-hoffmann
1566,kevin-stöger
1567,kenan-karaman
1568,rouwen-hennings
1569,florian-hübner
1570,neven-subotic
1571,christopher-trimmel
1572,jannik-huth
1573,gianluigi-donnarumma
1574,pepe-reina
1575,alessandro-plizzari
1576,davide-calabria
1577,alessio-romagnoli
1578,andrea-conti
1579,ricardo-rodriguez
1580,mateo-musacchio
1581,franck-kessie
1582,mattia-caldara
1583,ivan-strinic
1584,riccardo-montolivo
1585,giacomo-bonaventura
1586,suso
1587,hakan-çalhanoğlu
1588,lucas-biglia
1589,diego-laxalt
1590,andrea-bertolacci
1591,fabio-borini
1592,ismael-bennacer
1593,rafael-leão
1594,samu-castillejo
1595,pietro-terracciano
1596,germán-pezzella
1597,nikola-milenkovic
1598,cristiano-biraghi
1599,vincent-laurini
1600,erick-pulgar
1601,federico-ceccherini
1602,aleksa-terzic
1603,milan-badelj
1604,federico-chiesa
1605,marco-benassi
1606,valentin-eysseric
1607,bryan-dabo
1608,kevin-prince-boateng
1609,szymon-zurkowski
1610,giovanni-simeone
1611,marko-pjaca
1612,antonio-mirante
1613,robin-olsen
1614,kostas-manolas
1615,federico-fazio
1616,aleksandar-kolarov
1617,gianluca-mancini
1618,davide-santon
1619,jordan-veretout
1620,alessandro-florenzi
1621,diego-perotti
1622,maxime-gonalons
1623,cengiz-ünder
1624,lorenzo-pellegrini
1625,leonardo-spinazzola
1626,bryan-cristante
1627,justin-kluivert
1628,javier-pastore
1629,edin-dzeko
1630,patrik-schick
1631,lorenzo-bruzzi
1632,ibrahima-mbaye
1633,godfred-donsah
1634,danilo
1635,arturo-calabresi
1636,stefano-denswil
1637,andrea-poli
1638,blerim-dzemaili
1639,riccardo-orsolini
1640,mattias-svanberg
1641,roberto-soriano
1642,diego-falcinelli
1643,mattia-destro
1644,federico-santander
1645,nicola-sansone
1646,rafael
1647,alessio-cragno
1648,luca-ceppitelli
1649,filippo-romagna
1650,fabrizio-cacciatore
1651,ragnar-klavan
1652,radja-nainggolan
1653,paolo-faragò
1654,alessandro-deiola
1655,luca-cigarini
1656,valter-birsa
1657,lucas-castro
1658,marko-rog
1659,filip-bradaric
1660,leonardo-pavoletti
1661,luca-gagliano
1662,ionut-radu
1663,davide-biraschi
1664,ervin-zukanovic
1665,giuseppe-pezzella
1666,antonio-barreca
1667,domenico-criscito
1668,ivan-radovanovic
1669,daniel-bessa
1670,oscar-hiljemark
1671,stefano-sturaro
1672,lasse-schöne
1673,lukas-lerager
1674,antonio-sanabria
1675,andrea-favilli
1676,thomas-strakosha
1677,guido-guerrieri
1678,riza-durmisi
1679,jordan-lukaku
1680,wallace
1681,francesco-acerbi
1682,denis-vavro
1683,joaquín-correa
1684,senad-lulic
1685,marco-parolo
1686,sergej-milinkovic-savic
1687,lucas-leiva
1688,adam-marusic
1689,luiz-felipe
1690,danilo-cataldi
1691,manuel-lazzari
1692,valon-berisha
1693,jony
1694,ciro-immobile
1695,luis-alberto
1696,felipe-caicedo
1697,luigi-sepe
1698,fabrizio-bagheria
1699,alessandro-bastoni
1700,massimo-gobbi
1701,simone-iacoponi
1702,riccardo-gagliolo
1703,marcello-gazzola
1704,bruno-alves
1705,federico-dimarco
1706,andrea-di-maggio
1707,luca-rigoni
1708,mattia-sprocati
1709,andreas-cornelius
1710,roberto-inglese
1711,yann-karamoh
1712,luca-siligardi
1713,francisco-sierralta
1714,fabio-ceravolo
1715,gervinho
1716,jonathan-biabiany
1717,samuele-perisan
1718,juan-musso
1719,samir
1720,bram-nuytinck
1721,william-troost-ekong
1722,seko-fofana
1723,rodrigo-de-paul
1724,jens-stryger-larsen
1725,rolando-mandragora
1726,ignacio-pussetto
1727,kevin-lasagna
1728,bruno-martella
1729,sandro-tonali
1730,david-suazo
1731,andrea-tozzo
1732,alberto-almici
1733,darko-lazovic
1734,miguel-veloso
1735,davide-faraoni
1736,valerio-verre
1737,antonio-di-gaudio
1738,santiago-colombatto
1739,samuel-gustafson
1740,ryder-matos
1741,gianluca-pegolo
1742,andrea-consigli
1743,giacomo-satalino
1744,jeremy-toljan
1745,claud-adjapong
1746,rogerio
1747,mauricio-lemos
1748,gianmarco-ferrari
1749,merih-demiral
1750,manuel-locatelli
1751,federico-di-francesco
1752,alfred-duncan
1753,domenico-berardi
1754,khouma-babacar
1755,enrico-brignola
1756,francesco-caputo
1757,emil-audero
1758,lorenzo-tonelli
1759,nicola-murru
1760,omar-colley
1761,jeison-murillo
1762,riccardo-saponara
1763,jakub-jankto
1764,jacopo-sala
1765,karol-linetty
1766,ronaldo-vieira
1767,albin-ekdal
1768,gregoire-defrel
1769,marco-sau
1770,fabio-quagliarella
1771,gianluca-caprari
1772,manolo-gabbiadini
1773,salvatore-sirigu
1774,salvador-ichazo
1775,armando-izzo
1776,kevin-bonifazi
1777,cristian-ansaldi
1778,ola-aina
1779,koffi-djidji
1780,daniele-baselli
1781,lorenzo-de-silvestri
1782,vittorio-parigini
1783,andrea-belotti
1784,iago-falque
1785,simone-zaza
1786,alfred-gomis
1787,vasco-regini
1788,francesco-vicari
1789,thiago-cionek
1790,johan-djourou
1791,alessandro-murgia
1792,pasquale-schiattarella
1793,jasmin-kurtic
1794,alberto-paloschi
1795,marco-borriello
1796,gabriel-barbosa
1797,mauro-vigorito
1798,lorenzo-venuti
1799,francesco-cosenza
1800,panagiotis-tachtsidis
1801,fabio-liverani
1802,julio-pleguezuelo
1803,emil-berggreen
1804,rafik-zekhnini
1805,romeo-castelen
1806,haji-wright
1807,mohammed-osman
1808,dabney-dos-santos
1809,marious-vrousai
1810,damil-dankerlui
1811,lucas-woudenberg
1812,justin-bijlow
1813,eric-botteghin
1814,calvin-verdonk
1815,rick-karsdorp
1816,renato-tapia
1817,emil-hansson
1818,leroy-fer
1819,steven-berghuis
1820,luciano-narsingh
1821,simon-gustafson
1822,riechedly-bazoer
1823,deyovaisio-zeefuik
1824,ritsu-doan
1825,remko-pasveer
1826,rasmus-thelander
1827,mukhtar-ali
1828,riechedly-bazoer
1829,charly-musonda
1830,roy-beerens
1831,oussama-tannane
1832,marco-bizot
1833,justin-bakker
1834,calvin-stengs
1835,jordy-clasie
1836,myron-boadu
1837,dirk-marcellis
1838,lennart-thy
1839,azbe-jug
1840,felix-passlack
1841,michel-breuer
1842,filipe-augusto
1843,leandrinho
1844,mehdi-taremi
1845,emiliano-viviano
1846,bruno-gaspar
1847,valentin-rosier
1848,raphinha
1849,marcos-acuña
1850,bruno-fernandes
1851,rafael-camacho
1852,rodrigo-battaglia
1853,bas-dost
1854,luciano-vietto
1855,jovane-cabral
1856,bruno-silva
1857,djavan
1858,lucas
1859,paulinho
1860,bruno-wilson
1861,jonathan-toro
1862,chico-ramos
1863,josh-tymon
1864,diogo-gonçalves
1865,nicolás-schiappacase
1866,joão-afonso
1867,erick
1868,miguel-silva
1869,denis-poha
1870,mikel-agu
1871,alhassan-wakaso
1872,joão-pedro
1873,afonso-figueiredo
1874,enzo-zidane
1875,kahraba
1876,abdoulaye-diallo
1877,imad-faraj
1878,amir-abedzadeh
1879,rodrigo-pinho
1880,felipe
1881,henrique
1882,jadson
1883,paulinho
1884,marlos-moreno
1885,jackson-martínez
1886,beto
1887,tiago-sá
1888,caju
1889,diogo-figueiras
1890,ricardo-ferreira
1891,joão-palhinha
1892,fransergio
1893,paulinho
1894,alex
1895,nuno-valente
1896,yeray-álvarez
1897,raul-garcía
1898,ander-capa
1899,mikel-vesga
1900,iñaki-williams
1901,kenan-kodro
1902,facundo-roncaglia
1903,roberto-torres
1904,brandon
1905,diego-lopez
1906,bernardo-espinosa
1907,fernando-calero
1908,naldo
1909,pablo-piatti
1910,marc-roca
1911,david-lopez
1912,óscar-melendo
1913,sergi-darder
1914,facundo-ferreyra
1915,wu-lei
1916,borja-iglesias
1917,david-soria
1918,leandro-chichizola
1919,raul-garcía
1920,damián-suárez
1921,nemanja-maksimovic
1922,mauro-arambarri
1923,jaime-mata
1924,javi-varas
1925,bernardo
1926,ángel-montoro
1927,adrián-ramos
1928,carlos-clerc
1929,sergio-postigo
1930,sanjin-prcic
1931,gonzalo-melero
1932,enis-bardhi
1933,nikola-vukcevic
1934,moses-simon
1935,roger-martí
1936,salva-sevilla
1937,joel-robles
1938,antonio-barragán
1939,zouhair-feddal
1940,aissa-mandi
1941,javi-garcía
1942,alfonso-pedraza
1943,william-carvalho
1944,nabil-fekir
1945,álex-alegría
1946,diego-lainez
1947,geronimo-rulli
1948,diego-llorente
1949,aritz-elustondo
1950,joseba-zaldua
1951,alexander-isak
1952,mikel-merino
1953,adnan-januzaj
1954,portu
1955,roberto-lopez
1956,modibo-sagnan
1957,sergio-asenjo
1958,ramiro-funes-mori
1959,alberto-moreno
1960,jaume-costa
1961,mario-gaspar
1962,santi-cazorla
1963,andre-zambo-anguissa
1964,ramiro-guerra
1965,samuel-chukwueze
1966,santiago-cáseres
1967,carlos-bacca
1968,karl-toko-ekambi
1969,gerard-moreno
1970,enes-ünal
1971,jordi-masip
1972,samuel-perez
1973,lukas-rotpuller
1974,sergi-guardiola
1975,míchel
1976,antoñito
1977,toni-villa
1978,sandro-ramírez
1979,óscar-plano
1980,fernando-pacheco
1981,rafa-navarro
1982,rodrigo-ely
1983,guillermo-maripán
1984,mubarak-wakaso
1985,manu-garcía
1986,tomás-pina
1987,pere-pons
1988,lucas-perez
1989,john-guidetti
1990,joselu
1991,patrick-twumasi
1992,ximo-navarro
1993,marko-dmitrovic
1994,pedro-bigas
1995,paulo-oliveira
1996,pablo-de-blasis
1997,sergio-álvarez
1998,gonzalo-escalante
1999,fabián-orellana
2000,sergi-enrich
2001,takashi-inui
2002,charles
2003,iván-villar
2004,sergio-álvarez
2005,nestor-araujo
2006,joseph-aidoo
2007,david-costas
2008,hugo-mallo
2009,pione-sisto
2010,okay-yokuslu
2011,stanislav-lobotka
2012,claudio-beauvue
2013,iago-aspas
2014,santi-mina
2015,sergio-rico
2016,sergio-escudero
2017,joris-gnagnon
2018,jesus-navas
2019,éver-banega
2020,nolito
2021,ganso
2022,roque-mesa
2023,maximilian-wöber
2024,lucas-ocampos
2025,diego-carlos
2026,aleix-vidal
2027,óliver-torres
2028,guilherme-arana
2029,joan-jordán
2030,wissam-ben-yedder
2031,luuk-de-jong
2032,munas-dabbur
2033,munir-el-haddadi
2034,bryan-gil
2035,jonathan-silva
2036,marc-navarro
2037,roberto-rosales
2038,dimitrios-siovas
2039,alexander-szymanowski
2040,mozo
2041,martin-braithwaite
2042,youssef-en-nesyri
2043,federico-varela
2044,tammy-abraham
2045,che-adams
2046,adrien-silva
2047,benik-afobe
2048,sergio-aguero
2049,ahmed-elmohamady
2050,nathan-ak%c3%a9
2051,marc-albrighton
2052,toby-alderweireld
2053,aleix-garc%c3%ada
2054,trent-alexander-arnold
2055,alisson
2056,miguel-almiron
2057,marcos-alonso
2058,ibrahim-amadou
2059,daniel-amartey
2060,luke-amos
2061,ethan-ampadu
2062,florin-andone
2063,andr%c3%a9-gomes
2064,andreas-pereira
2065,angelino
2066,michail-antonio
2067,antonio-valencia
2068,stuart-armstrong
2069,marko-arnautovic
2070,kepa-arrizabalaga
2071,harry-arter
2072,daniel-arzani
2073,christian-atsu
2074,pierre-emerick-aubameyang
2075,serge-aurier
2076,charlie-austin
2077,jordan-ayew
2078,ayoze-perez
2079,cesar-azpilicueta
2080,eric-bailly
2081,leighton-baines
2082,tiemou%c3%a9-bakayoko
2083,fabi%c3%a1n-balbuena
2084,leon-balogun
2085,ross-barkley
2086,ashley-barnes
2087,antonio-barreca
2088,michy-batshuayi
2089,danny-batth
2090,jan-bednarek
2091,asmir-begovic
2092,hector-bellerin
2093,yohan-benalouane
2094,filip-benkovic
2095,ryan-bennett
2096,christian-benteke
2097,bernard
2098,bernardo
2099,bernardo-silva
2100,ryan-bertrand
2101,muhamed-besic
2102,philip-billing
2103,yves-bissouma
2104,birkir-bjarnason
2105,yannick-bolasie
2106,willy-boly
2107,ga%c3%abtan-bong
2108,artur-boruc
2109,sofiane-boufal
2110,robbie-brady
2111,claudio-bravo
2112,rhian-brewster
2113,miguel-britos
2114,david-brooks
2115,emiliano-buendia
2116,matt-butcher
2117,sam-byram
2118,willy-caballero
2119,gary-cahill
2120,dominic-calvert-lewin
2121,etienne-capoue
2122,carlos-sanchez
2123,guido-carrillo
2124,tom-carroll
2125,cameron-carter-vickers
2126,craig-cathcart
2127,ivan-cavaleiro
2128,petr-cech
2129,cedric-soares
2130,calum-chambers
2131,james-chester
2132,ben-chilwell
2133,tahith-chong
2134,hamza-choudhury
2135,andreas-christensen
2136,jordy-clasie
2137,tom-cleverley
2138,nathaniel-clyne
2139,conor-coady
2140,seamus-coleman
2141,jack-cork
2142,aaron-cresswell
2143,peter-crouch
2144,cuco-martina
2145,patrick-cutrone
2146,pontus-dahlberg
2147,dani-ceballos
2148,charlie-daniels
2149,danilo
2150,scott-dann
2151,danny-ings
2152,karl-darlow
2153,matteo-darmian
2154,david-luiz
2155,tom-davies
2156,craig-dawson
2157,kevin-de-bruyne
2158,david-de-gea
2159,troy-deeney
2160,jermain-defoe
2161,steven-defour
2162,dele-alli
2163,fabian-delph
2164,mousa-dembele
2165,jason-denayer
2166,leander-dendoncker
2167,gerard-deulofeu
2168,grady-diangana
2169,brahim-diaz
2170,eric-dier
2171,lucas-digne
2172,diogo-dalot
2173,diogo-jota
2174,issa-diop
2175,moussa-djenepo
2176,matt-doherty
2177,abdoulaye-doucoure
2178,douglas-luiz
2179,kieran-dowell
2180,daniel-drinkwater
2181,josip-drmic
2182,martin-dubravka
2183,shane-duffy
2184,bobby-duncan
2185,lewis-dunk
2186,eddie-nketiah
2187,ederson
2188,robert-elliot
2189,emerson
2190,bj%c3%b6rn-engels
2191,eric-garcia
2192,christian-eriksen
2193,jonny-evans
2194,lukasz-fabianski
2195,fabinho
2196,cesc-fabregas
2197,ralf-fahrmann
2198,federico-fernandez
2199,felipe-anderson
2200,marouane-fellaini
2201,edimilson-fernandes
2202,fernandinho
2203,john-fleck
2204,phil-foden
2205,pablo-fornals
2206,fraser-forster
2207,ben-foster
2208,timothy-fosu-mensah
2209,juan-foyth
2210,simon-francis
2211,ryan-fraser
2212,fred
2213,freddie-woodman
2214,ryan-fredericks
2215,christian-fuchs
2216,manolo-gabbiadini
2217,gabriel-jesus
2218,gabriel-martinelli
2219,conor-gallagher
2220,james-garner
2221,paulo-gazzaniga
2222,jean-philippe-gbamin
2223,rachid-ghezzal
2224,morgan-gibbs-white
2225,ben-gibson
2226,charlie-gilmour
2227,olivier-giroud
2228,ben-godfrey
2229,claudio-gomes
2230,dan-gosling
2231,demarai-gray
2232,jack-grealish
2233,mason-greenwood
2234,pascal-gro%c3%9f
2235,marko-grujic
2236,vicente-guaita
2237,matteo-guendouzi
2238,idrissa-gueye
2239,frederic-guilbert
2240,ilkay-gundogan
2241,angus-gunn
2242,sead-haksabanovic
2243,sebastien-haller
2244,ethan-hamilton
2245,grant-hanley
2246,joe-hart
2247,kortney-hause
2248,isaac-hayden
2249,eden-hazard
2250,tom-heaton
2251,helder-costa
2252,tomer-hemed
2253,jeff-hendrick
2254,wayne-hennessey
2255,onel-hernandez
2256,ander-herrera
2257,heurelho-gomes
2258,gonzalo-higua%c3%adn
2259,wesley-hoedt
2260,ki-jana-hoever
2261,rob-holding
2262,jos%c3%a9-holebas
2263,mason-holgate
2264,conor-hourihane
2265,callum-hudson-odoi
2266,will-hughes
2267,cameron-humphreys-grant
2268,pierre-emile-h%c3%b8jbjerg
2269,jordon-ibe
2270,vicente-iborra
2271,kelechi-iheanacho
2272,isaac-success
2273,isaiah-brown
2274,alex-iwobi
2275,jos%c3%a9-izquierdo
2276,alireza-jahanbakhsh
2277,reece-james
2278,daryl-janmaat
2279,vincent-janssen
2280,mile-jedinak
2281,carl-jenkinson
2282,joao-moutinho
2283,joe-willock
2284,joel-pereira
2285,joelinton
2286,johann-berg-gudmundsson
2287,curtis-jones
2288,jonny
2289,jorginho
2290,joselu
2291,josh-sims
2292,james-justin
2293,christian-kabasele
2294,lovre-kalinic
2295,harry-kane
2296,n-golo-kant%c3%a9
2297,bartosz-kapustka
2298,loris-karius
2299,moise-kean
2300,michael-keane
2301,lloyd-kelly
2302,kenedy
2303,jonjoe-kenny
2304,ryan-kent
2305,ki-sung-yueng
2306,kiko-femen%c3%ada
2307,joshua-king
2308,ragnar-klavan
2309,timm-klose
2310,anthony-knockaert
2311,vincent-kompany
2312,ezri-konsa
2313,laurent-koscielny
2314,cheikhou-kouyate
2315,mateo-kovacic
2316,tim-krul
2317,alexandre-lacazette
2318,adam-lallana
2319,erik-lamela
2320,manuel-lanzini
2321,aymeric-laporte
2322,jamaal-lascelles
2323,moritz-leitner
2324,florian-lejeune
2325,mario-lemina
2326,bernd-leno
2327,leo-bonatini
2328,jefferson-lerma
2329,adam-lewis
2330,lewis-cook
2331,stephan-lichtsteiner
2332,victor-lindel%c3%b6f
2333,jesse-lingard
2334,fernando-llorente
2335,hugo-lloris
2336,j%c3%bcrgen-locadia
2337,ruben-loftus-cheek
2338,kevin-long
2339,sean-longstaff
2340,ademola-lookman
2341,jonas-lossl
2342,dejan-lovren
2343,matthew-lowton
2344,lucas-piazon
2345,romelu-lukaku
2346,dodi-lukebakio
2347,matt-macey
2348,james-maddison
2349,gary-madine
2350,harry-maguire
2351,riyad-mahrez
2352,ainsley-maitland-niles
2353,sadio-mane
2354,eliaquim-mangala
2355,javier-manquillo
2356,lazar-markovic
2357,anthony-martial
2358,emiliano-mart%c3%adnez
2359,adam-masina
2360,arthur-masuaku
2361,juan-mata
2362,nemanja-matic
2363,joel-matip
2364,neal-maupay
2365,konstantinos-mavropanos
2366,max-aarons
2367,james-mcarthur
2368,oliver-mcburnie
2369,james-mccarthy
2370,george-mceachran
2371,john-mcginn
2372,dwight-mcneil
2373,scott-mctominay
2374,zech-medley
2375,ben-mee
2376,nampalys-mendy
2377,chris-mepham
2378,max-meyer
2379,simon-mignolet
2380,luka-milivojevic
2381,james-milner
2382,yerry-mina
2383,tyrone-mings
2384,kevin-mirallas
2385,henrikh-mkhitaryan
2386,mohamed-elneny
2387,mohamed-elyounoussi
2388,mohamed-salah
2389,nacho-monreal
2390,alvaro-morata
2391,alberto-moreno
2392,wes-morgan
2393,ravel-morrison
2394,victor-moses
2395,mason-mount
2396,lys-mousset
2397,arijanet-muric
2398,jacob-murphy
2399,glenn-murray
2400,shkodran-mustafi
2401,yoshinori-muto
2402,samir-nasri
2403,marc-navarro
2404,tanguy-ndombele
2405,reiss-nelson
2406,oumar-niasse
2407,georges-k%c3%a9vin-nkoudou
2408,mark-noble
2409,oliver-norwood
2410,jack-o-connell
2411,kieran-o-hara
2412,michael-obafemi
2413,pedro-obiang
2414,angelo-ogbonna
2415,stefano-okaka
2416,shinji-okazaki
2417,ola-aina
2418,josh-onomah
2419,henry-onyekuru
2420,divock-origi
2421,oriol-romeu
2422,david-ospina
2423,nicol%c3%a1s-otamendi
2424,reece-oxford
2425,alex-oxlade-chamberlain
2426,mesut-ozil
2427,troy-parrott
2428,mario-pasalic
2429,felix-passlack
2430,pedro-neto
2431,adalberto-pe%c3%b1aranda
2432,nicolas-pepe
2433,roberto-pereyra
2434,lucas-perez
2435,nathaniel-phillips
2436,jordan-pickford
2437,erik-pieters
2438,julio-pleguezuelo
2439,paul-pogba
2440,nick-pope
2441,davy-pr%c3%b6pper
2442,teemu-pukki
2443,christian-pulisic
2444,jason-puncheon
2445,domingos-quina
2446,rafa-mir
2447,rafael-camacho
2448,sandro-ram%c3%adrez
2449,aaron-ramsey
2450,marcus-rashford
2451,nathan-redmond
2452,winston-reid
2453,ricardo-pereira
2454,declan-rice
2455,richarlison
2456,diego-rico
2457,jairo-riedewald
2458,matt-ritchie
2459,roberto-firmino
2460,patrick-roberts
2461,andrew-robertson
2462,callum-robinson
2463,roderick-miranda
2464,jay-rodriguez
2465,marcos-rojo
2466,sergio-romero
2467,salomon-rondon
2468,danny-rose
2469,ruben-vinagre
2470,john-ruddy
2471,antonio-r%c3%bcdiger
2472,rui-patr%c3%adcio
2473,mat-ryan
2474,allan-saint-maximin
2475,romain-saiss
2476,bukayo-saka
2477,mamadou-sakho
2478,william-saliba
2479,philippe-sandler
2480,leroy-san%c3%a9
2481,fabian-sch%c3%a4r
2482,jeffrey-schlupp
2483,kasper-schmeichel
2484,morgan-schneiderlin
2485,ken-sema
2486,xherdan-shaqiri
2487,billy-sharp
2488,luke-shaw
2489,jonjo-shelvey
2490,sheyi-ojo
2491,gylfi-sigurdsson
2492,david-silva
2493,moussa-sissoko
2494,oliver-skipp
2495,islam-slimani
2496,chris-smalling
2497,adam-smith
2498,emile-smith-rowe
2499,robert-snodgrass
2500,sokratis
2501,dominic-solanke
2502,solly-march
2503,son-heung-min
2504,elias-sorensen
2505,caglar-s%c3%b6y%c3%bcnc%c3%bc
2506,junior-stanislas
2507,jed-steer
2508,dale-stephens
2509,dujon-sterling
2510,steve-cook
2511,enda-stevens
2512,john-stones
2513,daniel-sturridge
2514,denis-su%c3%a1rez
2515,andrew-surman
2516,sam-surridge
2517,markus-suttner
2518,alexander-sorloth
2519,matt-targett
2520,james-tarkowski
2521,neil-taylor
2522,george-thomas
2523,youri-tielemans
2524,james-tomkins
2525,antonio-mart%c3%adnez
2526,lucas-torreira
2527,tosin-adarabioyo
2528,cenk-tosun
2529,andros-townsend
2530,adama-traor%c3%a9
2531,kieran-trippier
2532,leandro-trossard
2533,axel-tuanzebe
2534,yan-valery
2535,jes%c3%bas-vallejo
2536,patrick-van-aanholt
2537,virgil-van-dijk
2538,jamie-vardy
2539,jan-vertonghen
2540,jannik-vestergaard
2541,nikola-vlasic
2542,sam-vokes
2543,mario-vrancic
2544,theo-walcott
2545,kyle-walker
2546,kyle-walker-peters
2547,aaron-wan-bissaka
2548,victor-wanyama
2549,stephen-ward
2550,james-ward-prowse
2551,adam-webster
2552,danny-welbeck
2553,wesley
2554,ashley-westwood
2555,connor-wickham
2556,georginio-wijnaldum
2557,wilfred-ndidi
2558,jetro-willems
2559,willian
2560,ben-wilmot
2561,jack-wilshere
2562,callum-wilson
2563,harry-winks
2564,chris-wood
2565,ben-woodburn
2566,xande-silva
2567,granit-xhaka
2568,andriy-yarmolenko
2569,deandre-yedlin
2570,maya-yoshida
2571,ashley-young
2572,pablo-zabaleta
2573,wilfried-zaha
2574,davide-zappacosta
2575,marvin-zeegelaar
2576,oleksandr-zinchenko
2577,kurt-zouma
