"difficulty","teamID","kickoff_time","teamName"
"2","14","Sat Mar 07 10:00:00 EST 2020","Norwich"
"4","14","Sat Apr 04 10:00:00 EDT 2020","Norwich"
"3","14","Sat Apr 18 10:00:00 EDT 2020","Norwich"
"4","14","Sat May 02 10:00:00 EDT 2020","Norwich"
"5","14","Sun May 17 10:00:00 EDT 2020","Norwich"
"3","15","Sat Aug 24 10:00:00 EDT 2019","Sheffield Utd"
"2","15","Sat Sep 14 10:00:00 EDT 2019","Sheffield Utd"
"4","15","Sat Sep 28 07:30:00 EDT 2019","Sheffield Utd"
"4","15","Mon Oct 21 15:00:00 EDT 2019","Sheffield Utd"
"2","15","Sat Nov 02 11:00:00 EDT 2019","Sheffield Utd"
"4","15","Sat Nov 23 10:00:00 EST 2019","Sheffield Utd"
"2","15","Tue Dec 03 14:45:00 EST 2019","Sheffield Utd"
"2","15","Sat Dec 14 10:00:00 EST 2019","Sheffield Utd"
"3","15","Thu Dec 26 10:00:00 EST 2019","Sheffield Utd"
"2","15","Sat Jan 11 10:00:00 EST 2020","Sheffield Utd"
"4","15","Tue Jan 21 14:45:00 EST 2020","Sheffield Utd"
"2","15","Sat Feb 08 10:00:00 EST 2020","Sheffield Utd"
"2","15","Sat Feb 22 10:00:00 EST 2020","Sheffield Utd"
"2","15","Sat Mar 07 10:00:00 EST 2020","Sheffield Utd"
"4","15","Sat Apr 04 10:00:00 EDT 2020","Sheffield Utd"
"3","15","Sat Apr 18 10:00:00 EDT 2020","Sheffield Utd"
"4","15","Sat Apr 25 10:00:00 EDT 2020","Sheffield Utd"
"2","15","Sat May 09 10:00:00 EDT 2020","Sheffield Utd"
"4","15","Sat Aug 31 10:00:00 EDT 2019","Sheffield Utd"
"4","15","Sat Sep 21 10:00:00 EDT 2019","Sheffield Utd"
"3","15","Sat Oct 05 10:00:00 EDT 2019","Sheffield Utd"
"3","15","Sat Oct 26 10:00:00 EDT 2019","Sheffield Utd"
"4","15","Sat Nov 09 10:00:00 EST 2019","Sheffield Utd"
"3","15","Sat Nov 30 10:00:00 EST 2019","Sheffield Utd"
"2","15","Sat Dec 07 10:00:00 EST 2019","Sheffield Utd"
"2","15","Sat Dec 21 10:00:00 EST 2019","Sheffield Utd"
"5","15","Sat Dec 28 10:00:00 EST 2019","Sheffield Utd"
"5","15","Wed Jan 01 10:00:00 EST 2020","Sheffield Utd"
"4","15","Sat Jan 18 10:00:00 EST 2020","Sheffield Utd"
"2","15","Sat Feb 01 10:00:00 EST 2020","Sheffield Utd"
"2","15","Sat Feb 29 10:00:00 EST 2020","Sheffield Utd"
"3","15","Sat Mar 14 11:00:00 EDT 2020","Sheffield Utd"
"4","15","Sat Mar 21 11:00:00 EDT 2020","Sheffield Utd"
"2","15","Sat Apr 11 10:00:00 EDT 2020","Sheffield Utd"
"3","15","Sat May 02 10:00:00 EDT 2020","Sheffield Utd"
"2","15","Sun May 17 10:00:00 EDT 2020","Sheffield Utd"
"4","16","Sat Aug 31 07:30:00 EDT 2019","Southampton"
"2","16","Fri Sep 20 15:00:00 EDT 2019","Southampton"
"4","16","Sun Oct 06 09:00:00 EDT 2019","Southampton"
"3","16","Fri Oct 25 15:00:00 EDT 2019","Southampton"
"2","16","Sat Nov 09 10:00:00 EST 2019","Southampton"
"3","16","Sat Nov 30 10:00:00 EST 2019","Southampton"
"2","16","Wed Dec 04 14:45:00 EST 2019","Southampton"
"2","16","Sat Dec 14 10:00:00 EST 2019","Southampton"
"3","16","Sat Dec 28 10:00:00 EST 2019","Southampton"
"4","16","Wed Jan 01 10:00:00 EST 2020","Southampton"
"3","16","Sat Jan 18 10:00:00 EST 2020","Southampton"
"2","16","Sat Feb 08 10:00:00 EST 2020","Southampton"
"2","16","Sat Feb 22 10:00:00 EST 2020","Southampton"
"2","16","Sat Mar 07 10:00:00 EST 2020","Southampton"
"4","16","Sat Mar 21 11:00:00 EDT 2020","Southampton"
"4","16","Sat Apr 11 10:00:00 EDT 2020","Southampton"
"2","16","Sat May 02 10:00:00 EDT 2020","Southampton"
"2","16","Sun May 17 10:00:00 EDT 2020","Southampton"
"2","16","Sat Aug 24 10:00:00 EDT 2019","Southampton"
"2","16","Sat Sep 14 10:00:00 EDT 2019","Southampton"
"4","16","Sat Sep 28 10:00:00 EDT 2019","Southampton"
"3","16","Sat Oct 19 10:00:00 EDT 2019","Southampton"
"5","16","Sat Nov 02 11:00:00 EDT 2019","Southampton"
"4","16","Sat Nov 23 10:00:00 EST 2019","Southampton"
"3","16","Sat Dec 07 10:00:00 EST 2019","Southampton"
"2","16","Sat Dec 21 10:00:00 EST 2019","Southampton"
"4","16","Thu Dec 26 10:00:00 EST 2019","Southampton"
"3","16","Sat Jan 11 10:00:00 EST 2020","Southampton"
"2","16","Wed Jan 22 15:00:00 EST 2020","Southampton"
"5","16","Sat Feb 01 10:00:00 EST 2020","Southampton"
"3","16","Sat Feb 29 10:00:00 EST 2020","Southampton"
"2","16","Sat Mar 14 11:00:00 EDT 2020","Southampton"
"3","16","Sat Apr 04 10:00:00 EDT 2020","Southampton"
"4","16","Sat Apr 18 10:00:00 EDT 2020","Southampton"
"4","16","Sat Apr 25 10:00:00 EDT 2020","Southampton"
"3","16","Sat May 09 10:00:00 EDT 2020","Southampton"
"2","17","Sun Aug 25 11:30:00 EDT 2019","Spurs"
"3","17","Sat Sep 14 10:00:00 EDT 2019","Spurs"
"2","17","Sat Sep 28 10:00:00 EDT 2019","Spurs"
"3","17","Sat Oct 19 10:00:00 EDT 2019","Spurs"
"2","17","Sat Nov 09 10:00:00 EST 2019","Spurs"
"2","17","Sat Nov 30 10:00:00 EST 2019","Spurs"
"2","17","Sat Dec 07 10:00:00 EST 2019","Spurs"
"4","17","Sat Dec 21 10:00:00 EST 2019","Spurs"
"2","17","Thu Dec 26 10:00:00 EST 2019","Spurs"
"4","17","Sat Jan 11 10:00:00 EST 2020","Spurs"
"2","17","Wed Jan 22 14:45:00 EST 2020","Spurs"
"4","17","Sat Feb 01 10:00:00 EST 2020","Spurs"
"3","17","Sat Feb 29 10:00:00 EST 2020","Spurs"
"4","17","Sat Mar 14 11:00:00 EDT 2020","Spurs"
"2","17","Sat Mar 21 11:00:00 EDT 2020","Spurs"
"2","17","Sat Apr 11 10:00:00 EDT 2020","Spurs"
"4","17","Sat Apr 25 10:00:00 EDT 2020","Spurs"
"3","17","Sat May 09 10:00:00 EDT 2020","Spurs"
"4","17","Sun Sep 01 11:30:00 EDT 2019","Spurs"
"3","17","Sat Sep 21 07:30:00 EDT 2019","Spurs"
"2","17","Sat Oct 05 07:30:00 EDT 2019","Spurs"
"5","17","Sun Oct 27 12:30:00 EDT 2019","Spurs"
"4","17","Sat Nov 02 11:00:00 EDT 2019","Spurs"
"3","17","Sat Nov 23 10:00:00 EST 2019","Spurs"
"4","17","Tue Dec 03 15:00:00 EST 2019","Spurs"
"3","17","Sat Dec 14 10:00:00 EST 2019","Spurs"
"2","17","Sat Dec 28 10:00:00 EST 2019","Spurs"
"2","17","Wed Jan 01 10:00:00 EST 2020","Spurs"
"3","17","Sat Jan 18 10:00:00 EST 2020","Spurs"
"2","17","Sat Feb 08 10:00:00 EST 2020","Spurs"
"4","17","Sat Feb 22 10:00:00 EST 2020","Spurs"
"2","17","Sat Mar 07 10:00:00 EST 2020","Spurs"
"2","17","Sat Apr 04 10:00:00 EDT 2020","Spurs"
"3","17","Sat Apr 18 10:00:00 EDT 2020","Spurs"
"3","17","Sat May 02 10:00:00 EDT 2020","Spurs"
"2","17","Sun May 17 10:00:00 EDT 2020","Spurs"
"2","18","Sat Aug 24 10:00:00 EDT 2019","Watford"
"4","18","Sun Sep 15 11:30:00 EDT 2019","Watford"
"2","18","Sat Oct 05 10:00:00 EDT 2019","Watford"
"2","18","Sat Oct 26 10:00:00 EDT 2019","Watford"
"4","18","Sat Nov 02 11:00:00 EDT 2019","Watford"
"2","18","Sat Nov 23 10:00:00 EST 2019","Watford"
"3","18","Sat Dec 07 10:00:00 EST 2019","Watford"
"4","18","Sat Dec 21 10:00:00 EST 2019","Watford"
"2","18","Sat Dec 28 10:00:00 EST 2019","Watford"
"3","18","Wed Jan 01 10:00:00 EST 2020","Watford"
"4","18","Sat Jan 18 10:00:00 EST 2020","Watford"
"2","18","Sat Feb 01 10:00:00 EST 2020","Watford"
"4","18","Sat Feb 29 10:00:00 EST 2020","Watford"
"3","18","Sat Mar 14 11:00:00 EDT 2020","Watford"
"2","18","Sat Apr 04 10:00:00 EDT 2020","Watford"
"2","18","Sat Apr 18 10:00:00 EDT 2020","Watford"
"2","18","Sat Apr 25 10:00:00 EDT 2020","Watford"
"4","18","Sat May 09 10:00:00 EDT 2020","Watford"
"3","18","Sat Aug 31 10:00:00 EDT 2019","Watford"
"5","18","Sat Sep 21 10:00:00 EDT 2019","Watford"
"3","18","Sat Sep 28 10:00:00 EDT 2019","Watford"
"4","18","Sat Oct 19 10:00:00 EDT 2019","Watford"
"2","18","Sat Nov 09 10:00:00 EST 2019","Watford"
"2","18","Sat Nov 30 10:00:00 EST 2019","Watford"
"3","18","Tue Dec 03 14:45:00 EST 2019","Watford"
"5","18","Sat Dec 14 10:00:00 EST 2019","Watford"
"2","18","Thu Dec 26 10:00:00 EST 2019","Watford"
"3","18","Sat Jan 11 10:00:00 EST 2020","Watford"
"2","18","Tue Jan 21 14:45:00 EST 2020","Watford"
"2","18","Sat Feb 08 10:00:00 EST 2020","Watford"
"4","18","Sat Feb 22 10:00:00 EST 2020","Watford"
"2","18","Sat Mar 07 10:00:00 EST 2020","Watford"
"2","18","Sat Mar 21 11:00:00 EDT 2020","Watford"
"4","18","Sat Apr 11 10:00:00 EDT 2020","Watford"
"3","18","Sat May 02 10:00:00 EDT 2020","Watford"
"4","18","Sun May 17 10:00:00 EDT 2020","Watford"
"2","19","Sat Aug 31 10:00:00 EDT 2019","West Ham"
"4","19","Sun Sep 22 09:00:00 EDT 2019","West Ham"
"3","19","Sat Oct 05 12:30:00 EDT 2019","West Ham"
"2","19","Sat Oct 26 10:00:00 EDT 2019","West Ham"
"2","19","Sat Nov 02 11:00:00 EDT 2019","West Ham"
"4","19","Sat Nov 23 10:00:00 EST 2019","West Ham"
"4","19","Sat Dec 07 10:00:00 EST 2019","West Ham"
"4","19","Sat Dec 21 10:00:00 EST 2019","West Ham"
"3","19","Sat Dec 28 10:00:00 EST 2019","West Ham"
"2","19","Wed Jan 01 10:00:00 EST 2020","West Ham"
"2","19","Sat Jan 18 10:00:00 EST 2020","West Ham"
"2","19","Sat Feb 01 10:00:00 EST 2020","West Ham"
"2","19","Sat Feb 29 10:00:00 EST 2020","West Ham"
"3","19","Sat Mar 14 11:00:00 EDT 2020","West Ham"
"4","19","Sat Apr 04 10:00:00 EDT 2020","West Ham"
"2","19","Sat Apr 18 10:00:00 EDT 2020","West Ham"
"3","19","Sat May 02 10:00:00 EDT 2020","West Ham"
"2","19","Sun May 17 10:00:00 EDT 2020","West Ham"
"3","19","Sat Aug 24 10:00:00 EDT 2019","West Ham"
"2","19","Mon Sep 16 15:00:00 EDT 2019","West Ham"
"3","19","Sat Sep 28 10:00:00 EDT 2019","West Ham"
"4","19","Sat Oct 19 07:30:00 EDT 2019","West Ham"
"2","19","Sat Nov 09 10:00:00 EST 2019","West Ham"
"4","19","Sat Nov 30 10:00:00 EST 2019","West Ham"
"3","19","Tue Dec 03 14:45:00 EST 2019","West Ham"
"2","19","Sat Dec 14 10:00:00 EST 2019","West Ham"
"2","19","Thu Dec 26 10:00:00 EST 2019","West Ham"
"2","19","Sat Jan 11 10:00:00 EST 2020","West Ham"
"3","19","Tue Jan 21 14:45:00 EST 2020","West Ham"
"5","19","Sat Feb 08 10:00:00 EST 2020","West Ham"
"5","19","Sat Feb 22 10:00:00 EST 2020","West Ham"
"4","19","Sat Mar 07 10:00:00 EST 2020","West Ham"
"4","19","Sat Mar 21 11:00:00 EDT 2020","West Ham"
"3","19","Sat Apr 11 10:00:00 EDT 2020","West Ham"
"2","19","Sat Apr 25 10:00:00 EDT 2020","West Ham"
"4","19","Sat May 09 10:00:00 EDT 2020","West Ham"
"2","20","Sun Aug 25 11:30:00 EDT 2019","Wolves"
"4","20","Sat Sep 14 10:00:00 EDT 2019","Wolves"
"3","20","Sat Sep 28 10:00:00 EDT 2019","Wolves"
"2","20","Sat Oct 19 10:00:00 EDT 2019","Wolves"
"2","20","Sat Nov 09 10:00:00 EST 2019","Wolves"
"2","20","Sat Nov 30 10:00:00 EST 2019","Wolves"
"2","20","Tue Dec 03 14:45:00 EST 2019","Wolves"
"4","20","Sat Dec 14 10:00:00 EST 2019","Wolves"
"4","20","Thu Dec 26 10:00:00 EST 2019","Wolves"
"2","20","Sat Jan 11 10:00:00 EST 2020","Wolves"
"4","20","Tue Jan 21 14:45:00 EST 2020","Wolves"
"3","20","Sat Feb 08 10:00:00 EST 2020","Wolves"
"2","20","Sat Feb 22 10:00:00 EST 2020","Wolves"
"2","20","Sat Mar 07 10:00:00 EST 2020","Wolves"
"2","20","Sat Mar 21 11:00:00 EDT 2020","Wolves"
"4","20","Sat Apr 11 10:00:00 EDT 2020","Wolves"
"2","20","Sat Apr 25 10:00:00 EDT 2020","Wolves"
"3","20","Sat May 09 10:00:00 EDT 2020","Wolves"
"4","20","Sun Sep 01 09:00:00 EDT 2019","Wolves"
"2","20","Sat Sep 21 10:00:00 EDT 2019","Wolves"
"5","20","Sat Oct 05 10:00:00 EDT 2019","Wolves"
"3","20","Sun Oct 27 10:00:00 EDT 2019","Wolves"
"4","20","Sat Nov 02 11:00:00 EDT 2019","Wolves"
"3","20","Sat Nov 23 10:00:00 EST 2019","Wolves"
"2","20","Sat Dec 07 10:00:00 EST 2019","Wolves"
"2","20","Sat Dec 21 10:00:00 EST 2019","Wolves"
"5","20","Sat Dec 28 10:00:00 EST 2019","Wolves"
"3","20","Wed Jan 01 10:00:00 EST 2020","Wolves"
"2","20","Sat Jan 18 10:00:00 EST 2020","Wolves"
"4","20","Sat Feb 01 10:00:00 EST 2020","Wolves"
"4","20","Sat Feb 29 10:00:00 EST 2020","Wolves"
"3","20","Sat Mar 14 11:00:00 EDT 2020","Wolves"
"2","20","Sat Apr 04 10:00:00 EDT 2020","Wolves"
"2","20","Sat Apr 18 10:00:00 EDT 2020","Wolves"
"2","20","Sat May 02 10:00:00 EDT 2020","Wolves"
"4","20","Sun May 17 10:00:00 EDT 2020","Wolves"
