playerName,competitions,teamName
Divin Baningime,"['Championship', 'Football League Cup']",Wigan Athletic FC
Mwiya Malumo,"['Championship', 'Football League Cup']",Wigan Athletic FC
Callum Lang,"['Championship', 'Football League Cup']",Wigan Athletic FC
Joe Gelhardt,"['Championship', 'Football League Cup']",Wigan Athletic FC
Charlie Jolley,"['Championship', 'Football League Cup']",Wigan Athletic FC
Paul Cook,"['Championship', 'Football League Cup']",Wigan Athletic FC
Matt Ingram,"['Championship', 'Football League Cup']",Hull City AFC
George Long,"['Championship', 'Football League Cup']",Hull City AFC
Charlie Andrew,"['Championship', 'Football League Cup']",Hull City AFC
Reece Burke,"['Championship', 'Football League Cup']",Hull City AFC
Matthew Pennington,"['Championship', 'Football League Cup']",Hull City AFC
Ryan Tafazolli,"['Championship', 'Football League Cup']",Hull City AFC
Jordy de Wijs,"['Championship', 'Football League Cup']",Hull City AFC
Eric Lichaj,"['Championship', 'Football League Cup']",Hull City AFC
Angus MacDonald,"['Championship', 'Football League Cup']",Hull City AFC
Kevin Stewart,"['Championship', 'Football League Cup']",Hull City AFC
Stephen Kingsley,"['Championship', 'Football League Cup']",Hull City AFC
Lewis Ritson,"['Championship', 'Football League Cup']",Hull City AFC
Brandon Fleming,"['Championship', 'Football League Cup']",Hull City AFC
Robbie McKenzie,"['Championship', 'Football League Cup']",Hull City AFC
Jackson Irvine,"['Championship', 'Football League Cup']",Hull City AFC
George Honeyman,"['Championship', 'Football League Cup']",Hull City AFC
Callum Elder,"['Championship', 'Football League Cup']",Hull City AFC
Leonardo Lopes,"['Championship', 'Football League Cup']",Hull City AFC
Markus Henriksen,"['Championship', 'Football League Cup']",Hull City AFC
Brian Lenihan,"['Championship', 'Football League Cup']",Hull City AFC
Daniel Batty,"['Championship', 'Football League Cup']",Hull City AFC
Jon Toral,"['Championship', 'Football League Cup']",Hull City AFC
Tyler Hamilton,"['Championship', 'Football League Cup']",Hull City AFC
Manuel Milinkovic,"['Championship', 'Football League Cup']",Hull City AFC
Kamil Grosicki,"['Championship', 'Football League Cup']",Hull City AFC
Chris Martin,"['Championship', 'Football League Cup']",Hull City AFC
Tom Eaves,"['Championship', 'Football League Cup']",Hull City AFC
Josh Magennis,"['Championship', 'Football League Cup']",Hull City AFC
Nouha Dicko,"['Championship', 'Football League Cup']",Hull City AFC
Jarrod Bowen,"['Championship', 'Football League Cup']",Hull City AFC
Ben Hinchliffe,"['Championship', 'Football League Cup']",Hull City AFC
Keane Lewis-Potter,"['Championship', 'Football League Cup']",Hull City AFC
Josh Bowler,"['Championship', 'Football League Cup']",Hull City AFC
Grant McCann,"['Championship', 'Football League Cup']",Hull City AFC
Lee Camp,"['Championship', 'Football League Cup']",Birmingham City FC
David Stockdale,"['Championship', 'Football League Cup']",Birmingham City FC
Connal Trueman,"['Championship', 'Football League Cup']",Birmingham City FC
Jake Weaver,"['Championship', 'Football League Cup']",Birmingham City FC
Jake Clarke-Salter,"['Championship', 'Football League Cup']",Birmingham City FC
Marc Roberts,"['Championship', 'Football League Cup']",Birmingham City FC
Wes Harding,"['Championship', 'Football League Cup']",Birmingham City FC
Maxime Colin,"['Championship', 'Football League Cup']",Birmingham City FC
Steve Seddon,"['Championship', 'Football League Cup']",Birmingham City FC
Kristian Pedersen,"['Championship', 'Football League Cup']",Birmingham City FC
Agus Medina,"['Championship', 'Football League Cup']",Birmingham City FC
Geraldo Bajrami,"['Championship', 'Football League Cup']",Birmingham City FC
Ryan Burke,"['Championship', 'Football League Cup']",Birmingham City FC
Cheikh Ndoye,"['Championship', 'Football League Cup']",Birmingham City FC
David Davis,"['Championship', 'Football League Cup']",Birmingham City FC
Maikel Kieftenbeld,"['Championship', 'Football League Cup']",Birmingham City FC
Jacques Maghoma,"['Championship', 'Football League Cup']",Birmingham City FC
Craig Gardner,"['Championship', 'Football League Cup']",Birmingham City FC
Harlee Dean,"['Championship', 'Football League Cup']",Birmingham City FC
Charlie Lakin,"['Championship', 'Football League Cup']",Birmingham City FC
Odin Bailey,"['Championship', 'Football League Cup']",Birmingham City FC
Gary Gardner,"['Championship', 'Football League Cup']",Birmingham City FC
Daniel Crowley,"['Championship', 'Football League Cup']",Birmingham City FC
Ivan Šunjić,"['Championship', 'Football League Cup']",Birmingham City FC
Kerim Mrabti,"['Championship', 'Football League Cup']",Birmingham City FC
Caolan Boyd Munce,"['Championship', 'Football League Cup']",Birmingham City FC
Joseph Redmond,"['Championship', 'Football League Cup']",Birmingham City FC
Jude Bellingham,"['Championship', 'Football League Cup']",Birmingham City FC
Ryan Stirk,"['Championship', 'Football League Cup']",Birmingham City FC
Lukas Jutkiewicz,"['Championship', 'Football League Cup']",Birmingham City FC
Álvaro Giménez,"['Championship', 'Football League Cup']",Birmingham City FC
Fran Villalba,"['Championship', 'Football League Cup']",Birmingham City FC
Lee Carsley,"['Championship', 'Football League Cup']",Birmingham City FC
Josep Clotet Ruiz,"['Championship', 'Football League Cup']",Birmingham City FC
Kiko Casilla,"['Championship', 'Football League Cup']",Leeds United AFC
Jamal Blackman,"['Championship', 'Football League Cup']",Leeds United AFC
Illan Meslier,"['Championship', 'Football League Cup']",Leeds United AFC
Kamil Miazek,"['Championship', 'Football League Cup']",Leeds United AFC
Barry Douglas,"['Championship', 'Football League Cup']",Leeds United AFC
Gaetano Berardi,"['Championship', 'Football League Cup']",Leeds United AFC
Liam Cooper,"['Championship', 'Football League Cup']",Leeds United AFC
Luke Ayling,"['Championship', 'Football League Cup']",Leeds United AFC
Egzijan Alioski,"['Championship', 'Football League Cup']",Leeds United AFC
Paudie O'Connor,"['Championship', 'Football League Cup']",Leeds United AFC
Hugo Díaz,"['Championship', 'Football League Cup']",Leeds United AFC
Pascal Struijk,"['Championship', 'Football League Cup']",Leeds United AFC
Ben White,"['Championship', 'Football League Cup']",Leeds United AFC
Leif Davis,"['Championship', 'Football League Cup']",Leeds United AFC
Kalvin Phillips,"['Championship', 'Football League Cup']",Leeds United AFC
Stuart Dallas,"['Championship', 'Football League Cup']",Leeds United AFC
Pablo Hernández,"['Championship', 'Football League Cup']",Leeds United AFC
Vurnon Anita,"['Championship', 'Football League Cup']",Leeds United AFC
Jack Clarke,"['Championship', 'Football League Cup']",Leeds United AFC
Adam Forshaw,"['Championship', 'Football League Cup']",Leeds United AFC
Jordan Stevens,"['Championship', 'Football League Cup']",Leeds United AFC
Callum Nicell Galbraith,"['Championship', 'Football League Cup']",Leeds United AFC
Jack Harrison,"['Championship', 'Football League Cup']",Leeds United AFC
Mateusz Klich,"['Championship', 'Football League Cup']",Leeds United AFC
Ouasim Bouy,"['Championship', 'Football League Cup']",Leeds United AFC
Jamie Shackleton,"['Championship', 'Football League Cup']",Leeds United AFC
Mateusz Bogusz,"['Championship', 'Football League Cup']",Leeds United AFC
Alfie McCalmont,"['Championship', 'Football League Cup']",Leeds United AFC
Hélder Costa,"['Championship', 'Football League Cup']",Leeds United AFC
Tyler Roberts,"['Championship', 'Football League Cup']",Leeds United AFC
Ryan Edmondson,"['Championship', 'Football League Cup']",Leeds United AFC
Patrick Bamford,"['Championship', 'Football League Cup']",Leeds United AFC
Eddie Nketiah,"['Championship', 'Football League Cup']",Leeds United AFC
Robbie Gotts,"['Championship', 'Football League Cup']",Leeds United AFC
Liam McCarron,"['Championship', 'Football League Cup']",Leeds United AFC
Clarke Odour,"['Championship', 'Football League Cup']",Leeds United AFC
Kun Temenuzhkov,"['Championship', 'Football League Cup']",Leeds United AFC
Marcelo Bielsa,"['Championship', 'Football League Cup']",Leeds United AFC
Jonathan Mitchell,"['Championship', 'Football League Cup']",Derby County FC
Kelle Roos,"['Championship', 'Football League Cup']",Derby County FC
Ben Hamer,"['Championship', 'Football League Cup']",Derby County FC
Henrich Ravas,"['Championship', 'Football League Cup']",Derby County FC
Richard Keogh,"['Championship', 'Football League Cup']",Derby County FC
Craig Forsyth,"['Championship', 'Football League Cup']",Derby County FC
Joseph Bateman,"['Championship', 'Football League Cup']",Derby County FC
Curtis Davies,"['Championship', 'Football League Cup']",Derby County FC
Andre Wisdom,"['Championship', 'Football League Cup']",Derby County FC
Jayden Bogle,"['Championship', 'Football League Cup']",Derby County FC
Max Lowe,"['Championship', 'Football League Cup']",Derby County FC
Scott Malone,"['Championship', 'Football League Cup']",Derby County FC
Calum MacDonald,"['Championship', 'Football League Cup']",Derby County FC
Graeme Shinnie,"['Championship', 'Football League Cup']",Derby County FC
Ashley Cole,"['Championship', 'Football League Cup']",Derby County FC
Lee Buchanan,"['Championship', 'Football League Cup']",Derby County FC
Marcus Olsson,"['Championship', 'Football League Cup']",Derby County FC
Ikechi Anya,"['Championship', 'Football League Cup']",Derby County FC
Tom Huddlestone,"['Championship', 'Football League Cup']",Derby County FC
Max Bird,"['Championship', 'Football League Cup']",Derby County FC
Tom Lawrence,"['Championship', 'Football League Cup']",Derby County FC
Joe Ledley,"['Championship', 'Football League Cup']",Derby County FC
George Evans,"['Championship', 'Football League Cup']",Derby County FC
Matt Clarke,"['Championship', 'Football League Cup']",Derby County FC
Krystian Bielik,"['Championship', 'Football League Cup']",Derby County FC
Duane Holmes,"['Championship', 'Football League Cup']",Derby County FC
Kieran Dowell,"['Championship', 'Football League Cup']",Derby County FC
Tyree Wilson,"['Championship', 'Football League Cup']",Derby County FC
Jason Knight,"['Championship', 'Football League Cup']",Derby County FC
Louie Sibley,"['Championship', 'Football League Cup']",Derby County FC
Martyn Waghorn,"['Championship', 'Football League Cup']",Derby County FC
Jamie Paterson,"['Championship', 'Football League Cup']",Derby County FC
Florian Jozefzoon,"['Championship', 'Football League Cup']",Derby County FC
Jack Marriott,"['Championship', 'Football League Cup']",Derby County FC
Mason Bennett,"['Championship', 'Football League Cup']",Derby County FC
Jayden Mitchell-Lawson,"['Championship', 'Football League Cup']",Derby County FC
Morgan Whittaker,"['Championship', 'Football League Cup']",Derby County FC
Phillip Cocu,"['Championship', 'Football League Cup']",Derby County FC
Andrew Lonergan,"['Championship', 'Football League Cup']",Middlesbrough FC
Dimitrios Konstantopoulos,"['Championship', 'Football League Cup']",Middlesbrough FC
Tomás Mejias,"['Championship', 'Football League Cup']",Middlesbrough FC
Darren Randolph,"['Championship', 'Football League Cup']",Middlesbrough FC
Aynsley Pears,"['Championship', 'Football League Cup']",Middlesbrough FC
George Friend,"['Championship', 'Football League Cup']",Middlesbrough FC
Daniel Ayala,"['Championship', 'Football League Cup']",Middlesbrough FC
Dael Fry,"['Championship', 'Football League Cup']",Middlesbrough FC
Ryan Shotton,"['Championship', 'Football League Cup']",Middlesbrough FC
Marvin Johnson,"['Championship', 'Football League Cup']",Middlesbrough FC
Marc Bola,"['Championship', 'Football League Cup']",Middlesbrough FC
Hayden Coulson,"['Championship', 'Football League Cup']",Middlesbrough FC
Djed Spence,"['Championship', 'Football League Cup']",Middlesbrough FC
Paddy McNair,"['Championship', 'Football League Cup']",Middlesbrough FC
Grant Leadbitter,"['Championship', 'Football League Cup']",Middlesbrough FC
Adam Clayton,"['Championship', 'Football League Cup']",Middlesbrough FC
Jonathan Howson,"['Championship', 'Football League Cup']",Middlesbrough FC
Britt Assombalonga,"['Championship', 'Football League Cup']",Middlesbrough FC
George Saville,"['Championship', 'Football League Cup']",Middlesbrough FC
Lewis Wing,"['Championship', 'Football League Cup']",Middlesbrough FC
Anfernee Dijksteel,"['Championship', 'Football League Cup']",Middlesbrough FC
Marcus Tavernier,"['Championship', 'Football League Cup']",Middlesbrough FC
Sam McQueen,"['Championship', 'Football League Cup']",Middlesbrough FC
Marcus Browne,"['Championship', 'Football League Cup']",Middlesbrough FC
Nathan Wood-Gordon,"['Championship', 'Football League Cup']",Middlesbrough FC
Stephen Walker,"['Championship', 'Football League Cup']",Middlesbrough FC
Ben Liddle,"['Championship', 'Football League Cup']",Middlesbrough FC
Connor Malley,"['Championship', 'Football League Cup']",Middlesbrough FC
Ashley Fletcher,"['Championship', 'Football League Cup']",Middlesbrough FC
Rudy Gestede,"['Championship', 'Football League Cup']",Middlesbrough FC
Harry Chapman,"['Championship', 'Football League Cup']",Middlesbrough FC
Bilal Brahimi,"['Championship', 'Football League Cup']",Middlesbrough FC
Robbie Keane,"['Championship', 'Football League Cup']",Middlesbrough FC
Jonathan Woodgate,"['Championship', 'Football League Cup']",Middlesbrough FC
Paul Jones,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Keiren Westwood,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Joseph Wildsmith,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Cameron Dawson,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Dominic Iorfa,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Matthew Penney,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Julian Börner,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Sam Hutchinson,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Tom Lees,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Morgan Fox,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Michael Hector,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Joost van Aken,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Ashley Baker,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Jordan Thorniley,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Frederik Nielsen,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Connor O'Grady,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
David Bates,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Jack Lee,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Isaac Rice,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Rolando Aarons,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Massimo Luongo,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Kadeem Harris,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Jacob Murphy,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Barry Bannan,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Adam Reach,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Liam Palmer,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Kieran Lee,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Joey Pelupessy,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Moses Odubajo,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Jérémy Helan,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Alex Hunt,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Liam Shaw,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Sam Winnall,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Jordan Rhodes,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Fernando Forestieri,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Steven Fletcher,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Atdhe Nuhiu,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Marco Matias,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Jack Stobbs,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Fraser Preston,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Lee Bullen,"['Championship', 'Football League Cup']",Sheffield Wednesday FC
Dillon Phillips,"['Championship', 'Football League Cup']",Charlton Athletic FC
Ben Amos,"['Championship', 'Football League Cup']",Charlton Athletic FC
Ashley Maynard-Brewer,"['Championship', 'Football League Cup']",Charlton Athletic FC
Joseph Osaghae,"['Championship', 'Football League Cup']",Charlton Athletic FC
Deji Oshilaja,"['Championship', 'Football League Cup']",Charlton Athletic FC
Tom Lockyer,"['Championship', 'Football League Cup']",Charlton Athletic FC
Chris Solly,"['Championship', 'Football League Cup']",Charlton Athletic FC
Jason Pearce,"['Championship', 'Football League Cup']",Charlton Athletic FC
Lewis Page,"['Championship', 'Football League Cup']",Charlton Athletic FC
Mouhamado-Naby Sarr,"['Championship', 'Football League Cup']",Charlton Athletic FC
Ben Purrington,"['Championship', 'Football League Cup']",Charlton Athletic FC
Toby Stevenson,"['Championship', 'Football League Cup']",Charlton Athletic FC
Alfie Doughty,"['Championship', 'Football League Cup']",Charlton Athletic FC
Brendan Sarpeng-Wiredu,"['Championship', 'Football League Cup']",Charlton Athletic FC
Ryan Blumberg,"['Championship', 'Football League Cup']",Charlton Athletic FC
Jordan Zemura,"['Championship', 'Football League Cup']",Charlton Athletic FC
Darren Pratley,"['Championship', 'Football League Cup']",Charlton Athletic FC
Jonny Williams,"['Championship', 'Football League Cup']",Charlton Athletic FC
George Lapslie,"['Championship', 'Football League Cup']",Charlton Athletic FC
Jake Forster-Caskey,"['Championship', 'Football League Cup']",Charlton Athletic FC
Chuks Aneke,"['Championship', 'Football League Cup']",Charlton Athletic FC
Sam Field,"['Championship', 'Football League Cup']",Charlton Athletic FC
Josh Cullen,"['Championship', 'Football League Cup']",Charlton Athletic FC
Beram Kayal,"['Championship', 'Football League Cup']",Charlton Athletic FC
Albie Morgan,"['Championship', 'Football League Cup']",Charlton Athletic FC
Ben Dempsey,"['Championship', 'Football League Cup']",Charlton Athletic FC
Luis Morales,"['Championship', 'Football League Cup']",Charlton Athletic FC
Conor Gallagher,"['Championship', 'Football League Cup']",Charlton Athletic FC
Armando Quitirna,"['Championship', 'Football League Cup']",Charlton Athletic FC
Lyle Taylor,"['Championship', 'Football League Cup']",Charlton Athletic FC
Mikhail Kennedy,"['Championship', 'Football League Cup']",Charlton Athletic FC
Leon Best,"['Championship', 'Football League Cup']",Charlton Athletic FC
Jonathan Leko,"['Championship', 'Football League Cup']",Charlton Athletic FC
Macauley Bonne,"['Championship', 'Football League Cup']",Charlton Athletic FC
Luke Carey,"['Championship', 'Football League Cup']",Charlton Athletic FC
Terrique Anderson,"['Championship', 'Football League Cup']",Charlton Athletic FC
Wilberforce Ocran,"['Championship', 'Football League Cup']",Charlton Athletic FC
Lee Bowyer,"['Championship', 'Football League Cup']",Charlton Athletic FC
Brice Samba,"['Championship', 'Football League Cup']",Nottingham Forest FC
Jordan Smith,"['Championship', 'Football League Cup']",Nottingham Forest FC
Costel Pantilimon,"['Championship', 'Football League Cup']",Nottingham Forest FC
Jordan Wright,"['Championship', 'Football League Cup']",Nottingham Forest FC
Liam Bossin,"['Championship', 'Football League Cup']",Nottingham Forest FC
Arijanet Muric,"['Championship', 'Football League Cup']",Nottingham Forest FC
Yohan Benalouane,"['Championship', 'Football League Cup']",Nottingham Forest FC
Jack Robinson,"['Championship', 'Football League Cup']",Nottingham Forest FC
Carl Jenkinson,"['Championship', 'Football League Cup']",Nottingham Forest FC
Ryan Yates,"['Championship', 'Football League Cup']",Nottingham Forest FC
Michael Hefele,"['Championship', 'Football League Cup']",Nottingham Forest FC
Tendayi Darikwa,"['Championship', 'Football League Cup']",Nottingham Forest FC
Joe Worrall,"['Championship', 'Football League Cup']",Nottingham Forest FC
Michael Dawson,"['Championship', 'Football League Cup']",Nottingham Forest FC
Tobias Figueiredo,"['Championship', 'Football League Cup']",Nottingham Forest FC
Alexander Milošević,"['Championship', 'Football League Cup']",Nottingham Forest FC
Chema,"['Championship', 'Football League Cup']",Nottingham Forest FC
Alfa Semedo,"['Championship', 'Football League Cup']",Nottingham Forest FC
Yuri Ribeiro,"['Championship', 'Football League Cup']",Nottingham Forest FC
Jayden Richardson,"['Championship', 'Football League Cup']",Nottingham Forest FC
Albert Adomah,"['Championship', 'Football League Cup']",Nottingham Forest FC
Claudio Yacob,"['Championship', 'Football League Cup']",Nottingham Forest FC
Liam Bridcutt,"['Championship', 'Football League Cup']",Nottingham Forest FC
Ben Watson,"['Championship', 'Football League Cup']",Nottingham Forest FC
Matty Cash,"['Championship', 'Football League Cup']",Nottingham Forest FC
Adlène Guedioura,"['Championship', 'Football League Cup']",Nottingham Forest FC
João Carvalho,"['Championship', 'Football League Cup']",Nottingham Forest FC
John Bostock,"['Championship', 'Football League Cup']",Nottingham Forest FC
Sabri Lamouchi,"['Championship', 'Football League Cup']",Nottingham Forest FC
Tiago Silva,"['Championship', 'Football League Cup']",Nottingham Forest FC
Samba Sow,"['Championship', 'Football League Cup']",Nottingham Forest FC
Brennan Johnson,"['Championship', 'Football League Cup']",Nottingham Forest FC
Lewis Grabban,"['Championship', 'Football League Cup']",Nottingham Forest FC
Sammy Ameobi,"['Championship', 'Football League Cup']",Nottingham Forest FC
Rafael Mir,"['Championship', 'Football League Cup']",Nottingham Forest FC
Daryl Murphy,"['Championship', 'Football League Cup']",Nottingham Forest FC
Joe Lolley,"['Championship', 'Football League Cup']",Nottingham Forest FC
Arvin Appiah,"['Championship', 'Football League Cup']",Nottingham Forest FC
Alexander Mighten,"['Championship', 'Football League Cup']",Nottingham Forest FC
Rafael,"['Championship', 'Football League Cup']",Reading FC
Sam Walker,"['Championship', 'Football League Cup']",Reading FC
João Virgínia,"['Championship', 'Football League Cup']",Reading FC
Michael Morrison,"['Championship', 'Football League Cup']",Reading FC
Chris Gunter,"['Championship', 'Football League Cup']",Reading FC
Tyler Blackett,"['Championship', 'Football League Cup']",Reading FC
Liam Moore,"['Championship', 'Football League Cup']",Reading FC
Omar Richards,"['Championship', 'Football League Cup']",Reading FC
Thomas Holmes,"['Championship', 'Football League Cup']",Reading FC
Matt Miazga,"['Championship', 'Football League Cup']",Reading FC
Tom McIntyre,"['Championship', 'Football League Cup']",Reading FC
Teddy Howe,"['Championship', 'Football League Cup']",Reading FC
Yakou Meïté,"['Championship', 'Football League Cup']",Reading FC
Ovie Ejaria,"['Championship', 'Football League Cup']",Reading FC
Garath McCleary,"['Championship', 'Football League Cup']",Reading FC
Jordan Obita,"['Championship', 'Football League Cup']",Reading FC
Liam Kelly,"['Championship', 'Football League Cup']",Reading FC
John Swift,"['Championship', 'Football League Cup']",Reading FC
Andy Rinomhota,"['Championship', 'Football League Cup']",Reading FC
Ryan East,"['Championship', 'Football League Cup']",Reading FC
Andy Yiadom,"['Championship', 'Football League Cup']",Reading FC
Charlie Adam,"['Championship', 'Football League Cup']",Reading FC
Adrian Popa,"['Championship', 'Football League Cup']",Reading FC
Pelé,"['Championship', 'Football League Cup']",Reading FC
Michael Olise,"['Championship', 'Football League Cup']",Reading FC
George Puşcaş,"['Championship', 'Football League Cup']",Reading FC
Jón Daði Böðvarsson,"['Championship', 'Football League Cup']",Reading FC
Modou Barrow,"['Championship', 'Football League Cup']",Reading FC
Daniel Loader,"['Championship', 'Football League Cup']",Reading FC
Josh Barrett,"['Championship', 'Football League Cup']",Reading FC
Sam Baldock,"['Championship', 'Football League Cup']",Reading FC
Andrij Novakovich,"['Championship', 'Football League Cup']",Reading FC
Lucas Boyé,"['Championship', 'Football League Cup']",Reading FC
Lucas João,"['Championship', 'Football League Cup']",Reading FC
José Manuel Gomes,"['Championship', 'Football League Cup']",Reading FC
Scott Marshall,"['Championship', 'Football League Cup']",Reading FC
Jack Walton,"['Championship', 'Football League Cup']",Barnsley FC
Bradley Collins,"['Championship', 'Football League Cup']",Barnsley FC
Samuel Radlinger,"['Championship', 'Football League Cup']",Barnsley FC
Jake Greatorex,"['Championship', 'Football League Cup']",Barnsley FC
Henry Kendrick,"['Championship', 'Football League Cup']",Barnsley FC
Aapo Halme,"['Championship', 'Football League Cup']",Barnsley FC
Louis Wardle,"['Championship', 'Football League Cup']",Barnsley FC
Dimitri Cavare,"['Championship', 'Football League Cup']",Barnsley FC
Ben Williams,"['Championship', 'Football League Cup']",Barnsley FC
Dani Pinillos,"['Championship', 'Football League Cup']",Barnsley FC
Toby Sibbick,"['Championship', 'Football League Cup']",Barnsley FC
Jordan Williams,"['Championship', 'Football League Cup']",Barnsley FC
Mads Juel Andersen,"['Championship', 'Football League Cup']",Barnsley FC
Bambo Diaby,"['Championship', 'Football League Cup']",Barnsley FC
Jordan Helliwell,"['Championship', 'Football League Cup']",Barnsley FC
Matthew Wolfe,"['Championship', 'Football League Cup']",Barnsley FC
Cameron McGeehan,"['Championship', 'Football League Cup']",Barnsley FC
Alex Mowatt,"['Championship', 'Football League Cup']",Barnsley FC
Jared Bird,"['Championship', 'Football League Cup']",Barnsley FC
Ken Dougall,"['Championship', 'Football League Cup']",Barnsley FC
Sam Fielding,"['Championship', 'Football League Cup']",Barnsley FC
Jasper Moon,"['Championship', 'Football League Cup']",Barnsley FC
Kieran Feeney,"['Championship', 'Football League Cup']",Barnsley FC
Elvis Otim,"['Championship', 'Football League Cup']",Barnsley FC
Luke Thomas,"['Championship', 'Football League Cup']",Barnsley FC
Mamadou Thiam,"['Championship', 'Football League Cup']",Barnsley FC
Cauley Woodrow,"['Championship', 'Football League Cup']",Barnsley FC
Conor Chaplin,"['Championship', 'Football League Cup']",Barnsley FC
Callum Styles,"['Championship', 'Football League Cup']",Barnsley FC
George Miller,"['Championship', 'Football League Cup']",Barnsley FC
Jacob Brown,"['Championship', 'Football League Cup']",Barnsley FC
Jordan Green,"['Championship', 'Football League Cup']",Barnsley FC
Mallik Wilks,"['Championship', 'Football League Cup']",Barnsley FC
Patrick Schmidt,"['Championship', 'Football League Cup']",Barnsley FC
Mike-Steven Bähre,"['Championship', 'Football League Cup']",Barnsley FC
Daniel Stendel,"['Championship', 'Football League Cup']",Barnsley FC
Bartosz Białkowski,"['Championship', 'Football League Cup']",Millwall FC
Denzel Gerrar,"['Championship', 'Football League Cup']",Millwall FC
Jordan Archer,"['Championship', 'Football League Cup']",Millwall FC
Frankie Fielding,"['Championship', 'Football League Cup']",Millwall FC
Luke Steele,"['Championship', 'Football League Cup']",Millwall FC
James Meredith,"['Championship', 'Football League Cup']",Millwall FC
Alex Pearce,"['Championship', 'Football League Cup']",Millwall FC
Jason McCarthy,"['Championship', 'Football League Cup']",Millwall FC
Danny Shittu,"['Championship', 'Football League Cup']",Millwall FC
Federico Bessone,"['Championship', 'Football League Cup']",Millwall FC
Josh Siafa,"['Championship', 'Football League Cup']",Millwall FC
Ben Thompson,"['Championship', 'Football League Cup']",Millwall FC
Shane Ferguson,"['Championship', 'Football League Cup']",Millwall FC
Mahlon Romeo,"['Championship', 'Football League Cup']",Millwall FC
Shaun Hutchinson,"['Championship', 'Football League Cup']",Millwall FC
Jake Cooper,"['Championship', 'Football League Cup']",Millwall FC
Murray Wallace,"['Championship', 'Football League Cup']",Millwall FC
Ryan Leonard,"['Championship', 'Football League Cup']",Millwall FC
Connor Mahoney,"['Championship', 'Football League Cup']",Millwall FC
Shaun Williams,"['Championship', 'Football League Cup']",Millwall FC
Jed Wallace,"['Championship', 'Football League Cup']",Millwall FC
Jayson Molumby,"['Championship', 'Football League Cup']",Millwall FC
Lewis White,"['Championship', 'Football League Cup']",Millwall FC
Jethro Hanson,"['Championship', 'Football League Cup']",Millwall FC
Billy Mitchell,"['Championship', 'Football League Cup']",Millwall FC
Jón Daði Böðvarsson,"['Championship', 'Football League Cup']",Millwall FC
Matt Smith,"['Championship', 'Football League Cup']",Millwall FC
Tom Bradshaw,"['Championship', 'Football League Cup']",Millwall FC
Aiden O'Brien,"['Championship', 'Football League Cup']",Millwall FC
Tom Elliott,"['Championship', 'Football League Cup']",Millwall FC
Jiří Skalák,"['Championship', 'Football League Cup']",Millwall FC
George Alexander,"['Championship', 'Football League Cup']",Millwall FC
Jesse Debrah,"['Championship', 'Football League Cup']",Millwall FC
Neil Harris,"['Championship', 'Football League Cup']",Millwall FC
Daniel Bentley,"['Championship', 'Football League Cup']",Bristol City FC
Rene Gilmartin,"['Championship', 'Football League Cup']",Bristol City FC
Niki Mäenpää,"['Championship', 'Football League Cup']",Bristol City FC
Pedro Pereira,"['Championship', 'Football League Cup']",Bristol City FC
Bailey Wright,"['Championship', 'Football League Cup']",Bristol City FC
