Player,,
Tammy Abraham,,
Che Adams,,
Albert Adomah,,
Adrian,,
Adrien Silva,,
Benik Afobe,,
Sergio Aguero,,
Daniel Agyei,,
Ahmed El Mohamady,,
Nathan Ak%C3%A9,,
Marc Albrighton,,
Toby Alderweireld,,
Aleix Garc%C3%ADa,,
Trent Alexander-Arnold,, 
Alexis Mac Allister,,
Ali Koiki,,
Alisson,,
Thomas Allan,,
Allan Souza,,
Miguel Almiron,,
Marcos Alonso,,
Ibrahim Amadou,,
Daniel Amartey,,
Luke Amos,,
Ethan Ampadu,,
Florin Andone,,
Andr%C3%A9 Gomes,,
Andreas Pereira,,
Angelino,,
Michail Antonio,,
Antonio Valencia,,
Billy Arce,,
Stuart Armstrong,,
Marko Arnautovic,,
Kepa Arrizabalaga,,
Harry Arter,,
Daniel Arzani,,
Daniel Atherton,,
Christian Atsu,,
Pierre-Emerick Aubameyang,,
Serge Aurier,,
Charlie Austin,,
Jordan Ayew,,
Ayoze Perez,,
Cesar Azpilicueta,,
Abdul Rahman Baba,,
Daniel Bachmann,,
Owen Bailey,,
Eric Bailly,,
Leighton Baines,,
Tiemou%C3%A9 Bakayoko,,
Lewis Baker,,
Fabi%C3%A1n Balbuena,,
George Baldock,,
Leon Balogun,,
Tudor Baluta,,
Beni Baningime,,
Ben Barclay,,
Phil Bardsley,,
Ross Barkley,,
Ashley Barnes,,
Antonio Barreca,,
Chris Basham,,
Michy Batshuayi,,
Danny Batth,,
Gavin Bazunu,,
Jan Bednarek,,
Asmir Begovic,,
Hector Bellerin,,
Yohan Benalouane,,
Filip Benkovic,,
Ryan Bennett,,
Benny Ashley-Seal,,
Josh Benson,,
Christian Benteke,,
Adrian Bernabe,,
Bernard,,
Bernardo,,
Bernardo Silva,,
Ryan Bertrand,,
Muhamed Besic,,
Philip Billing,,
Yves Bissouma,,
Birkir Bjarnason,,
Joshua Bohui,,
Yannick Bolasie,,
Luke Bolton,,
Willy Boly,,
Ga%C3%ABtan Bong,,
Artur Boruc,,
Sofiane Boufal,,
Jamie Bowden,,
Robbie Brady,,
Claudio Bravo,,
James Bree,,
Rhian Brewster,,
Miguel Britos,,
David Brooks,,
Tyias Browning,,
Bruno,,
Bruno Jordao,,
Kean Bryan,,
Emiliano Buendia,,
Marcin Bulka,,
Mark Bunn,,
Dan Burn,,
Robbie Burton,,
Matt Butcher,,
David Button,,
Jack Bycroft,,
Sam Byram,,
Willy Caballero,,
Gary Cahill,,
Dominic Calvert-Lewin,,
Todd Cantwell,,
Etienne Capoue,,
Carlos Sanchez,,
Guido Carrillo,,
Tom Carroll,,
Samir Carruthers,,
Cameron Carter-Vickers,,
Lewis Cass,,
Craig Cathcart,,
Ivan Cavaleiro,,
Petr Cech,,
Cedric Soares,,
Trevoh Chalobah,,
Calum Chambers,,
James Chester,,
Chicharito,,
Ben Chilwell,,
Tahith Chong,,
Hamza Choudhury,,
Andreas Christensen,,
Isaac Christie-Davies,,
Mitchell Clark,,
Matthew Clarke,,
Jordy Clasie,,
Tom Cleverley,,
Nathaniel Clyne,,
Conor Coady,,
Jack Colback,,
Seamus Coleman,,
Will Collar,,
Aaron Connolly,,
Theo Corbeanu,,
Jack Cork,,
Paul Coutts,,
Conor Coventry,,
Martin Cranie,,
Aaron Cresswell,,
Kane Crichlow,,
Peter Crouch,,
Cuco Martina,,
Josh Cullen,,
Jamie Cumming,,
Luke Cundle,,
Patrick Cutrone,,
Renat Dadashov,,
Pontus Dahlberg,,
Vontae Daley-Campbell,,
Dani Ceballos,,
Charlie Daniels,,
Danilo,,
Arnaut Danjuma Groeneveld,,
Scott Dann,,
Danny Ings,,
Karl Darlow,,
Matteo Darmian,,
David Luiz,,
Tom Davies,,
Keinan Davis,,
Craig Dawson,,
Kevin De Bruyne,,
David de Gea,,
Troy Deeney,,
Jermain Defoe,,
Steven Defour,,
Dele Alli,,
Fabian Delph,,
Mousa Dembele,,
Jason Denayer,,
Leander Dendoncker,,
William Dennis,,
Gerard Deulofeu,,
Fousseni Diabate,,
Mohamed Diame,,
Grady Diangana,,
Brahim Diaz,,
Eric Dier,,
Lucas Digne,,
Diogo Dalot,,
Diogo Jota,,
Alpha Richard Dionkou,,
Issa Diop,,
Moussa Djenepo,,
Mihai-Alexandru Dobre,,
Matt Doherty,,
Abdoulaye Doucoure,,
Douglas Luiz,,
Kieran Dowell,,
Tommy Doyle,,
Jake Doyle-Hayes,,
Luke Dreher,,
Daniel Drinkwater,,
Anthony Driscoll-Glennon,,
Josip Drmic,,
Martin Dubravka,,
Shane Duffy,,
Paul Dummett,,
Bobby Duncan,,
Lewis Dunk,,
Jake Eastwood,,
Eddie Nketiah,,
Ederson,,
John Egan,,
Anwar El Ghazi,,
Callum Elder,,
Robert Elliot,,
Harvey Elliott,,
Tommy Elphick,,
Emerson,,
Bj%C3%B6rn Engels,,
Niall Ennis,,
Bright Enobakhare,,
Eric Garcia,,
Christian Eriksen,,
Jonny Evans,,
Timothy Eyoma,,
Lukasz Fabianski,,
Fabinho,,
Cesc Fabregas,,
Ralf Fahrmann,,
Federico Fernandez,,
Felipe Anderson,,
Marouane Fellaini,,
Edimilson Fernandes,,
Fernandinho,,
Ethan Fitzhugh,,
Jake Flannigan,,
John Fleck,,
Phil Foden,,
Pablo Fornals,,
Fraser Forster,,
Ben Foster,,
Timothy Fosu-Mensah,,
Dimitri Foulquier,,
Juan Foyth,,
Simon Francis,,
Marcel Franke,,
Ryan Fraser,,
Fred,,
Freddie Woodman,,
Ryan Fredericks,,
Kieron Freeman,,
Christian Fuchs,,
Manolo Gabbiadini,,
Gabriel Jesus,,
Gabriel Martinelli,,
Conor Gallagher,,
Luke Garbutt,,
James Garner,,
Paulo Gazzaniga,,
Jean-Philippe Gbamin,,
Anthony Georgiou,,
Rachid Ghezzal,,
Morgan Gibbs-White,,
Ben Gibson,,
Ryan John Giles,,
Charlie Gilmour,,
Gio McGregor,,
Olivier Giroud,,
Paul Gladon,,
Paul Glatzel,,
Ben Godfrey,,
Claudio Gomes,,
Joseph Gomez,,
Goncalo Cardoso,,
Dan Gosling,,
Kamil Grabara,,
Lee Grant,,
Demarai Gray,,
Jack Grealish,,
Andre Green,,
Mason Greenwood,,
Daniel Grimshaw,,
Pascal Gro%C3%9F,,
Marko Grujic,,
Vicente Guaita,,
Matteo Guendouzi,,
Idrissa Gueye,,
Frederic Guilbert,,
Ilkay Gundogan,,
Angus Gunn,,
Viktor Gyokeres,,
Sead Haksabanovic,,
Sebastien Haller,,
Ethan Hamilton,,
Grant Hanley,,
Kornelius Hansen,,
Nathan Harker,,
Joe Hart,,
Taylor Harwood-Bellis,,
Kortney Hause,,
Isaac Hayden,,
Eden Hazard,,
Tom Heaton,,
Michael Hector,,
Philip Heise,,
Helder Costa,,
